"Life expectancy at birth, total (years)","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Cause of death, by non-communicable diseases (% of total)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Prevalence of HIV, total (% of population ages 15-49)",People practicing open defecation (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),Domestic general government health expenditure (% of GDP),Domestic general government health expenditure per capita (current US$)
3.8730000000000047,-0.8018899999999998,7.834119276126103,-0.3000000000000007,0.0,-0.0679162278481016,4.220900667619006,8.121148656935897,0.1371412200000001,104.92776603
6.265999999999998,0.7850100000000002,17.4407720361897,10.5,-0.8000000000000007,-29.7988289790544,18.669066980364008,40.665650322851896,1.6127739,31.55200101
2.958536585365863,0.2815999999999992,6.0243786139675,-4.899999999999999,0.1,0.0,26.541843250563204,13.844081332823391,0.9699999999999998,898.0
4.270731707317083,-2.123479999999999,0.2885129296401061,-5.5,0.1,0.0,-0.3115021829444941,2.984099251927404,0.0899999999999998,3513.0
7.244,-0.44161,13.6264454086942,-2.6999999999999997,0.3,-7.277552991371898,13.82930539177526,8.30288138413945,-1.15783411,-2.08455986
19.199,0.2360099999999998,18.6473759561038,-8.799999999999997,-6.699999999999999,-11.164587273544331,9.55568133236374,34.25749787200073,0.5468229099999999,5.632976510000001
4.0,2.8255800000000004,1.5492533175260943,-5.300000000000001,0.1,0.0,-0.1923139438378029,-11.100991439180191,2.4400000000000004,1626.0
-3.436000000000007,-0.4438899999999997,10.254737194565196,-1.0999999999999996,0.2,-8.615985995345119,3.299444902235201,39.9471409316415,1.2785759,139.26997206
9.259000000000007,5.10071,10.802434843152795,-11.4,0.0,-14.07126104415954,19.1415067792826,23.2873370303414,-1.6612780100000002,84.20440048
7.132999999999996,0.02555,16.4720969174724,-1.6999999999999993,0.0,-22.9171414194772,32.3956141288427,11.979108038700502,1.529176,67.75902026
6.641999999999996,1.74267,22.097741779047,-7.300000000000004,0.3,-3.1158025230682997,29.256769241540702,2.332177925796806,0.4399999999999999,10.0
6.631999999999998,1.16415,32.516698885538,2.3000000000000007,-0.1,-59.42133467235292,-9.0339475403059,39.27826055268097,1.08,17.0
3.370731707317063,-1.8364699999999985,-0.9369997636981964,-6.199999999999999,0.1,0.0,-0.0236127650034916,0.0566954763229006,2.41,2638.0
3.619512195121956,0.1161399999999996,-1.685266050540008,-5.6,0.0,0.0,14.7107167823724,8.180700740682795,2.27867556,2502.82724129
1.4487804878048536,0.1535200000000003,3.304198541957703,-7.5,0.0,-0.2718733907598999,-0.0939413230082948,-0.6992033216953999,-0.04,187.0
3.432000000000002,-0.0748000000000006,13.806701823434302,-0.8000000000000007,0.3,-0.280236982313395,14.247880733567897,11.9148778240805,1.80829024,181.0815977
3.241,1.4212500000000006,17.2477840264255,-2.4000000000000004,-0.0999999999999999,-14.568984591765693,6.507801303466806,42.0715696228961,1.98527097,223.14381734000003
2.706000000000003,0.3565300000000002,14.568264725147095,1.3999999999999986,0.1,-7.242211977983839,6.853700181805003,15.262229001714196,0.97,60.0
4.660975609756093,-2.3290900000000008,-0.4260121694902068,-4.800000000000001,0.0,0.0,1.3555051069909894,38.149837173121405,0.7699999999999996,813.0
4.271000000000001,0.20455,2.2017693006762045,-16.900000000000002,0.0,3.654332793506798e-06,0.3027130285167061,10.6693356571824,2.13594806,1402.92746523
6.129999999999996,-1.7294799999999997,20.7802995511067,-1.0,-2.0,-26.9567641851144,10.103072427686197,19.976192904524,-0.5342404800000002,45.80036805
11.063000000000002,-0.06364,16.7486909804088,-2.6999999999999997,-0.3999999999999999,-15.55463657698605,6.030577358954201,-2.569470573165601,0.46887433,17.89869192
14.713,0.0399999999999999,15.405955280077702,0.5,-0.3,-8.1600546773014,4.521020171787109,9.03203329892901,0.4723066099999999,4.925652960000001
3.8146341463414473,-0.61815,-1.4267893616302985,-9.9,0.0,0.0,6.933888037563591,-2.247889040709495,1.08,941.0
5.119512195121956,-1.12228,3.787476480995906,-7.1,0.0,0.0,7.169091400761701,43.8908108085172,1.2799999999999994,1185.0
3.3658536585365937,-0.7534299999999998,0.1711510811753953,-4.1,-0.1,0.0,0.2094762713209945,-0.8882433286091924,2.94316625,1393.52718228
7.053000000000012,1.89422,12.689235067746909,-1.3000000000000007,0.3,-7.3682702822697,4.180038312069804,-4.284426354760601,1.5362837299999996,216.67690962
3.319512195121945,-2.0877300000000005,1.0807124673033002,-4.6,0.0,0.0,-1.7784023924605208e-06,1.1099394497017985,1.60359788,2604.75254673
14.046,-1.0737000000000003,13.363762889391,-5.700000000000003,-2.6,-5.036817494102411,9.27793533087879,19.132421188204468,0.0827740499999999,6.171756049999999
6.292999999999999,-0.07674,12.2759673374855,-2.6000000000000014,-2.0,-20.170370030765906,11.39504874903468,2.38158529690519,0.59917158,6.81707609
1.602000000000004,0.3859299999999999,7.255124652418104,-3.400000000000002,0.0,-9.464687829789243,2.093301745150612,26.86765511016321,1.7752706999999996,93.04367238
14.509,-5.575180000000001,16.4235151362845,-9.1,-2.1,-9.55120972666014,14.448818364766868,3.363621686768401,-0.3286440400000001,3.96178626
2.915999999999997,6.05865,8.458199555291998,-0.4000000000000021,0.0,-15.84325510073284,11.091347215875295,11.041613551387504,0.10391521,55.76806562
